"","Title","Path","Box","Distrubutor","Release Date","Genre","Runtime","MPAA","Budget","Director"
"225","Eva","/movies/?id=eva.htm",16738,"Weinstein Company","March","Foreign",94,"PG-13",NA,NA
"226","Inventing Our Life: The Kibbutz Experiment","/movies/?id=inventingourlife.htm",16734,"First Run","April","Documentary",80,"Unrated",NA,NA
"227","Burning Bush","/movies/?id=burningbush.htm",16731,"Kino Lorber","June","Foreign",231,"Unrated",NA,NA
"228","As I Lay Dying","/movies/?id=asilaydying.htm",16697,"Millennium Ent.","October","Drama",109,"R",NA,"James Franco"
"229","This Changes Everything","/movies/?id=thischangeseverything.htm",16692,"Abramorama","October","Documentary",89,"Unrated",NA,NA
"230","Syndromes and a Century","/movies/?id=syndromesandacentury.htm",16675,"Strand","April","Foreign",105,"Unrated",NA,NA
"231","The World of Kanako","/movies/?id=worldofkanako.htm",16627,"Drafthouse","December","Thriller",119,"Unrated",NA,NA
"232","Who Took Johnny","/movies/?id=whotookjohnny.htm",16595,"Rumur Releasing","April","Documentary",81,"Unrated",NA,NA
"233","American Cannibal","/movies/?id=americancannibal.htm",16566,"Lifesize","March","Documentary",87,"Unrated",NA,NA
"234","Life in a Walk","/movies/?id=lifeinawalk.htm",16557,"Gathr Films","September","Documentary",76,"Unrated",NA,NA
"235","Magician: The Astonishing Life and Work of Orson Welles","/movies/?id=magician2014.htm",16400,"Cohen Media Group","December","Documentary",94,"PG-13",NA,NA
"236","Design is One","/movies/?id=designisone.htm",16386,"First Run","October","Documentary",80,"Unrated",NA,NA
"237","The Amateurs","/movies/?id=amateurs.htm",16334,"First Look","December","Comedy",96,"R",NA,NA
"238","Cautiva","/movies/?id=cautiva.htm",16259,"Laemmle / Zeller Films","November","Foreign",115,"Unrated",NA,NA
"239","I Like Killing Flies","/movies/?id=ilikekillingflies.htm",16214,"ThinkFilm","July","Documentary",79,"R",NA,NA
"240","The Human Centipede 3 (Final Sequence)","/movies/?id=thehumancentipede3.htm",16184,"IFC","May","Horror",102,"Unrated",NA,NA
"241","Teddy Bear","/movies/?id=teddybear.htm",16138,"Film Movement","August","Foreign",92,"Unrated",NA,NA
"242","No Restraint","/movies/?id=norestraint.htm",16136,"IFC","December","Documentary",71,"Unrated",NA,NA
"243","Look","/movies/?id=look.htm",16136,"Vitagraph","December","Drama",98,"R",NA,"Adam Rifkin"
"244","Return (2012)","/movies/?id=return2012.htm",16124,"Dada Films","February","Drama",97,"Unrated",NA,NA
"245","Levitated Mass","/movies/?id=levitatedmass.htm",16086,"First Run","September","Documentary",88,"Unrated",NA,NA
"246","London Boulevard","/movies/?id=londonboulevard.htm",16075,"IFC","November","Crime Drama",103,"R",NA,"William Monahan"
"247","Time","/movies/?id=time.htm",16070,"Lifesize","July","Foreign",97,"Unrated",NA,NA
"248","Alps","/movies/?id=alps.htm",16057,"Kino Lorber","July","Foreign",93,"Unrated",NA,NA
"249","Out of the Clear Blue Sky","/movies/?id=outoftheclearbluesky.htm",16050,"Area23a","September","Documentary",107,"Unrated",NA,NA
"250","Long Shot: The Kevin Laue Story","/movies/?id=longshot2012.htm",16011,"Dutchmen Films","October","Documentary",NA,"Unrated",NA,NA
"251","Patience (After Sebald)","/movies/?id=patience2012.htm",15941,"Cinema Guild","May","Documentary",90,"Unrated",NA,NA
"252","$upercapitalist","/movies/?id=supercapitalist.htm",15919,"Truly Indie","August","Thriller",96,"Unrated",NA,NA
"253","Can You Dig This","/movies/?id=canyoudigthis.htm",15909,"Gathr Films","November","Documentary",80,"Unrated",NA,NA
"254","This Binary Universe","/movies/?id=binaryuniverse.htm",15875,"Indican","May","Documentary",110,"Unrated",NA,NA
"255","A Reason","/movies/?id=areason.htm",15792,"Indican","August","Drama",112,"Unrated",NA,NA
"256","Anchor Baby","/movies/?id=anchorbaby.htm",15790,"Alpha Galore","July","Drama / Thriller",95,"Unrated",NA,"Lonzo Nzekwe"
"257","Take Me Home","/movies/?id=takemehome.htm",15760,"Monterey Media, Inc.","March","Romantic Comedy",97,"PG-13",NA,NA
"258","Sleeping Dogs Lie","/movies/?id=sleepingdogslie.htm",15745,"IDP","October","Romantic Comedy",87,"R",NA,"Bobcat Goldthwait"
"259","Full Moon in Paris","/movies/?id=fullmooninparis.htm",15726,"Film Movement","April","Foreign",102,"R",NA,NA
"260","Michael (2012)","/movies/?id=michael2012.htm",15715,"Strand","February","Foreign",96,"Unrated",NA,NA
"261","Colonia","/movies/?id=colonia.htm",15709,"Screen Media","April","Thriller",110,"R",NA,NA
"262","Quill: The Life of a Guide Dog","/movies/?id=quill2012.htm",15674,"Music Box Films","May","Foreign",100,"Unrated",NA,NA
"263","Quiet City","/movies/?id=quietcity.htm",15610,"600 West","August","Drama",78,"Unrated",NA,NA
"264","Five Nights in Maine","/movies/?id=fivenightsinmaine.htm",15587,"FilmRise","August","Drama",82,"Unrated",NA,NA
"265","Number One Fan","/movies/?id=numberonefan.htm",15549,"Distrib Films","September","Foreign",105,"Unrated",NA,NA
"266","Evil","/movies/?id=evil.htm",15530,"Magnolia","March","Foreign",113,"Unrated",NA,"Mikael Hafstrom"
"267","California Solo","/movies/?id=californiasolo.htm",15433,"Strand","November","Drama",94,"Unrated",NA,NA
"268","Be Somebody","/movies/?id=besomebody.htm",15395,"Tugg ","June","Comedy",88,"PG",NA,NA
"269","Dumbstruck","/movies/?id=dumbstruck.htm",15379,"Truly Indie","April","Documentary",84,"PG-13",NA,NA
"270","A Little Bit of Heaven","/movies/?id=littlebitofheaven.htm",15375,"Millennium Ent.","May","Romance",107,"PG-13",NA,NA
"271","No Regret","/movies/?id=noregret.htm",15347,"Regent Releasing","July","Foreign",114,"R",NA,NA
"272","Only the Young","/movies/?id=onlytheyoung.htm",15312,"Oscilloscope Pictures","December","Documentary",72,"Unrated",NA,NA
"273","Star Crossed","/movies/?id=starcrossed.htm",15263,"Indican","May","Drama",78,"Unrated",NA,NA
"274","Descent","/movies/?id=descent07.htm",15233,"City Lights Pictures Releasing","August","Drama",100,"NC-17",NA,NA
"275","All Hat","/movies/?id=allhat.htm",15198,"Alliance","January","Western Comedy",89,"R",NA,NA
"276","17 Girls","/movies/?id=17girls.htm",15123,"Strand","September","Foreign",86,"Unrated",NA,NA
"277","Olivia Experiment","/movies/?id=oliviaexperiment.htm",15122,"Indican","August","Comedy",89,"Unrated",NA,NA
"278","Kung Fu Joe","/movies/?id=kungfujoe.htm",15120,"Indican","February","Comedy",89,"Unrated",NA,NA
"279","El Inmigrante","/movies/?id=elinmigrante.htm",15100,"Indican","July","Documentary",90,"Unrated",NA,NA
"280","Trade of Innocents","/movies/?id=tradeofinnocents.htm",15091,"Monterey Media, Inc.","October","Thriller",91,"PG-13",NA,NA
"281","Cheatin'","/movies/?id=cheatin.htm",15077,"Plymptoons","April","Animation",76,"Unrated",NA,NA
"282","Of Mind and Music","/movies/?id=ofmindandmusic.htm",15073,"Monterey Media, Inc.","February","Drama",97,"PG-13",NA,NA
"283","Barefoot","/movies/?id=barefoot.htm",15071,"Roadside Attractions","February","Comedy / Drama",90,"PG-13",NA,NA
"284","I'm Not Jesus Mommy","/movies/?id=imnotjesusmommy.htm",15005,"FilmDemic","May","Horror",89,"R",NA,"Vaughn Juares"
"285","The Tenant (2011)","/movies/?id=tenant11.htm",15003,"Indican","April","Thriller",NA,"Unrated",NA,NA
"286","My First Wedding","/movies/?id=myfirstwedding.htm",14982,"Indican","August","Romantic Comedy",100,"PG-13",NA,NA
"287","Hannari - Geisha Modern","/movies/?id=hannarigeishamodern.htm",14974,"Sakura Production USA","November","Documentary",94,"Unrated",NA,NA
"288","Zombeavers","/movies/?id=zombeavers.htm",14947,"Freestyle Releasing","March","Horror Comedy",76,"R",NA,NA
"289","I Declare War","/movies/?id=ideclarewar.htm",14928,"Drafthouse","August","Action",94,"Unrated",NA,NA
"290","Ong Bak 3","/movies/?id=ongbak3.htm",14890,"Magnolia","January","Foreign / Action",99,"R",NA,NA
"291","Argentina","/movies/?id=argentina.htm",14869,"First Run","June","Documentary",85,"Unrated",NA,NA
"292","Jayne Mansfield's Car","/movies/?id=jaynemansfieldscar.htm",14836,"Anchor Bay Films","September","Drama",122,"R",NA,"Billy Bob Thornton"
"293","Horses of God","/movies/?id=horsesofgod.htm",14817,"Kino Lorber","May","Foreign",115,"Unrated",NA,NA
"294","Remember You","/movies/?id=rememberyou.htm",14814,"CJ Entertainment","January","Romantic Thriller",106,"Unknown",NA,NA
"295","Last Passenger","/movies/?id=lastpassenger.htm",14806,"Cohen Media Group","April","Action Thriller",97,"R",NA,NA
"296","Shem","/movies/?id=shem.htm",14804,"HP Releasing","May","Drama",93,"Unrated",NA,NA
"297","Kiss of the Damned","/movies/?id=kissofthedamned.htm",14752,"Magnolia","May","Drama",96,"R",NA,NA
"298","Gloria (2015)","/movies/?id=gloria2015.htm",14701,"Picturehouse (II)","July","Foreign",120,"R",NA,NA
"299","30 Beats","/movies/?id=30beats.htm",14693,"Roadside Attractions","July","Romantic Comedy",NA,"R",NA,NA
"300","10 Days in a Madhouse","/movies/?id=10daysinamadhouse.htm",14616,"Cafe Pictures","November","Drama",111,"Unrated",NA,NA
"301","Unraveled","/movies/?id=unraveled.htm",14615,"GoDigital","April","Documentary",84,"Unrated",NA,NA
"302","Buzzard","/movies/?id=buzzard.htm",14591,"Oscilloscope Pictures","March","Comedy",97,"Unrated",NA,NA
"303","Tristana (2012 re-release)","/movies/?id=tristana2012.htm",14586,"Cohen Media Group","October","Foreign",95,"PG",NA,NA
"304","Silent Night","/movies/?id=silentnight.htm",14567,"Anchor Bay Films","November","Horror",NA,"R",NA,NA
"305","Armadillo","/movies/?id=armadillo.htm",14566,"Lorber Films","April","Foreign",100,"Unrated",NA,NA
"306","Lamb (2016)","/movies/?id=lamb2016.htm",14547,"The Orchard","January","Drama",96,"R",NA,NA
"307","The Wanderers (2016 re-release)","/movies/?id=wanderers2016.htm",14492,"Kino Lorber","November","Drama",112,"R",NA,NA
"308","Never Forever","/movies/?id=neverforever.htm",14485,"Arts Alliance America","April","Drama",101,"R",NA,NA
"309","Opal Dream","/movies/?id=opaldream.htm",14443,"Strand","November","Drama",86,"PG",NA,NA
"310","Space Dogs 3D","/movies/?id=spacedogs3d.htm",14408,"Epic Pictures","May","Animation",85,"G",NA,NA
"311","The Unbelievers","/movies/?id=unbelievers.htm",14400,"Content Media","November","Documentary",77,"Unrated",NA,NA
"312","The Uncondemned","/movies/?id=uncondemned.htm",14393,"Abramorama","October","Documentary",86,"Unrated",NA,NA
"313","Justice Is Mind","/movies/?id=justiceismind.htm",14360,"The Ashton Times","August","Drama",153,"Unrated",NA,NA
"314","Gone Doggy Gone","/movies/?id=gonedoggygone.htm",14354,"Indican","June","Comedy",89,"Unrated",NA,NA
"315","Peep World","/movies/?id=peepworld.htm",14351,"IFC","March","Comedy",79,"R",NA,NA
"316","Desert Bayou","/movies/?id=desertbayou.htm",14350,"Cinema Libre Studio","October","Documentary",90,"Unrated",NA,NA
"317","A Wedding Invitation","/movies/?id=aweddinginvitation.htm",14350,"CJ Entertainment","May","Foreign",101,"Unrated",NA,NA
"318","Exhibition","/movies/?id=exhibition.htm",14344,"Kino Lorber","June","Drama",104,"Unrated",NA,NA
"319","The Devil's Miner","/movies/?id=devilsminer.htm",14289,"First Run","March","Foreign",82,"Unrated",NA,NA
"320","It Always Rains on Sunday (re-issue)","/movies/?id=italwaysrainsonsunday08.htm",14276,"Rialto","March","Crime",92,"Unrated",NA,NA
"321","Full of It","/movies/?id=nothingbutthetruth.htm",14273,"New Line","March","Comedy",93,"PG-13",NA,"Christian Charles"
"322","Never Stand Still: Dancing at Jacob's Pillow","/movies/?id=neverstandstill.htm",14272,"First Run","May","Documentary",74,"Unrated",NA,NA
"323","Military Intelligence and You!","/movies/?id=militaryintelligenceandyou.htm",14251,"Anywhere Road","February","Comedy",78,"Unrated",NA,NA
"324","Saheb Biwi Aur Gangster","/movies/?id=sahibbiwiaurgangster.htm",14231,"UTV Communications","September","Foreign",120,"Unrated",NA,NA
"325","Brother Nature","/movies/?id=brothernature.htm",14218,"Samuel Goldwyn","September","Comedy / Drama",97,"R",NA,NA
"326","Splinter (2008)","/movies/?id=splinter08.htm",14154,"Magnolia","October","Horror",82,"R",NA,NA
"327","Newtown","/movies/?id=newtown.htm",14109,"Abramorama","October","Documentary",85,"Unrated",NA,NA
"328","We Won't Grow Old Together (2012 re-release)","/movies/?id=wewontgrowoldtogether.htm",14104,"The Film Desk","June","Foreign",110,"Unrated",NA,NA
"329","Shangri-La Suite","/movies/?id=shangrilasuite.htm",14073,"Bow and Arrow","October","Crime Drama",90,"Unrated",NA,NA
"330","Gayby","/movies/?id=gayby.htm",14062,"The Film Collaborative","October","Comedy / Drama",89,"Unrated",NA,NA
"331","Ripple Effect","/movies/?id=rippleeffect.htm",14059,"Monterey Media, Inc.","June","Drama",87,"R",NA,NA
"332","6 Month Rule","/movies/?id=6monthrule.htm",14057,"Secret Identity","June","Comedy",99,"R",NA,NA
"333","Lights in the Dusk","/movies/?id=lightsinthedusk.htm",14056,"Strand","June","Foreign",78,"Unrated",NA,NA
"334","Head Games","/movies/?id=headgames.htm",14056,"Variance Films","September","Documentary",91,"PG-13",NA,NA
"335","Il Futuro","/movies/?id=ilfuturo.htm",14001,"Strand","September","Foreign",94,"Unrated",NA,NA
"336","The Prey","/movies/?id=prey.htm",13959,"Cohen Media Group","June","Foreign",102,"R",NA,NA
"337","Planet of Snail","/movies/?id=planetofsnail.htm",13957,"Cinema Guild","July","Documentary",88,"Unrated",NA,NA
"338","And Then Came Love","/movies/?id=andthencamelove.htm",13944,"Fox Meadows Films","June","Romantic Comedy",90,"Unrated",NA,NA
"339","Yosemite","/movies/?id=yosemite.htm",13931,"Monterey Media, Inc.","January","Drama",82,"R",NA,NA
"340","The Hallow","/movies/?id=thehallow.htm",13906,"IFC","November","Horror",97,"Unrated",NA,"Corin Hardy"
"341","This is Martin Bonner","/movies/?id=thisismartinbonner.htm",13888,"Monterey Media, Inc.","June","Drama",83,"R",NA,NA
"342","Cut Sleeve Boys","/movies/?id=cutsleeveboys.htm",13875,"Regent Releasing","August","Comedy",86,"R",NA,NA
"343","Falling Away","/movies/?id=fallingaway.htm",13869,"Indican","March","Drama",NA,"Unrated",NA,NA
"344","The Protagonist","/movies/?id=protagonist.htm",13850,"IFC","November","Documentary",90,"R",NA,NA
"345","Backcountry","/movies/?id=backcountry.htm",13848,"IFC","March","Drama / Thriller",92,"R",NA,NA
"346","Live Free or Die","/movies/?id=livefreeordie.htm",13836,"ThinkFilm","March","Crime Comedy",90,"R",NA,NA
"347","Sympathy for Delicious","/movies/?id=sympathyfordelicious.htm",13826,"Maya Entertainment","April","Comedy / Drama",94,"R",NA,"Mark Ruffalo"
"348","13 Sins","/movies/?id=13sins.htm",13809,"Radius-TWC","April","Thriller",92,"R",NA,NA
"349","Poultrygeist: Night of the Chicken Dead","/movies/?id=poultrygeist.htm",13804,"Troma","May","Horror Comedy",103,"Unrated",NA,NA
"350","The Pretty One","/movies/?id=prettyone.htm",13769,"Dada Films","February","Comedy",90,"R",NA,NA
"351","The Day He Arrives","/movies/?id=dayhearrives.htm",13746,"Cinema Guild","April","Foreign",79,"Unrated",NA,NA
"352","A Space Program","/movies/?id=aspaceprogram.htm",13739,"Zeitgeist","March","Documentary",72,"Unrated",NA,NA
"353","The Architect","/movies/?id=architect.htm",13737,"Magnolia","December","Drama",81,"R",NA,NA
"354","Dorfman in Love","/movies/?id=dorfmaninlove.htm",13737,"Brainstorm Media","March","Romantic Comedy",92,"R",NA,NA
"355","Full Grown Men","/movies/?id=fullgrownmen.htm",13716,"Emerging Pictures","June","Comedy / Drama",81,"Unrated",NA,NA
"356","Who the #$&% Is Jackson Pollock","/movies/?id=whoisjacksonpollock.htm",13710,"Picturehouse","November","Documentary",75,"PG-13",NA,NA
"357","Love for Sale: Suely in the Sky","/movies/?id=loveforsale.htm",13703,"Strand","August","Foreign",90,"Unrated",NA,NA
"358","Amour Fou","/movies/?id=amourfou.htm",13702,"Film Movement","March","Foreign",96,"Unrated",NA,NA
"359","Daisies (2012 re-release)","/movies/?id=daisies2012.htm",13692,"Janus Films","July","Foreign",NA,"Unrated",NA,NA
"360","The Law in These Parts","/movies/?id=lawintheseparts.htm",13683,"Cinema Guild","November","Foreign",100,"Unrated",NA,NA
"361","Tikkun","/movies/?id=tikkun.htm",13671,"Kino Lorber","June","Drama",120,"Unrated",NA,NA
"362","Poison Friends","/movies/?id=poisonfriends.htm",13665,"Strand","April","Foreign",100,"Unrated",NA,NA
"363","Fifi Howls From Happiness","/movies/?id=fifihowls.htm",13614,"Music Box Films","August","Documentary",96,"Unrated",NA,NA
"364","When the Iron Bird Flies","/movies/?id=whentheironbirdflies.htm",13598,"Alive Mind Cinema","October","Documentary",96,"Unrated",NA,NA
"365","Reuniting the Rubins","/movies/?id=reunitingtherubins.htm",13569,"Monterey Media, Inc.","March","Family Comedy",99,"PG",NA,NA
"366","Eli","/movies/?id=eli.htm",13547,"Eros","June","Comedy",154,"Unrated",NA,NA
"367","Dysfunctional Friends","/movies/?id=dysfunctionalfriends.htm",13546,"Datari Turner Productions","February","Comedy",111,"Unrated",5,NA
"368","The Monk","/movies/?id=monk2013.htm",13472,"ATO Pictures","March","Foreign",101,"R",NA,NA
"369","Spices of Liberty","/movies/?id=spicesofliberty.htm",13463,"Hannover House","October","Romantic Comedy",96,"PG",NA,NA
"370","The Duelist","/movies/?id=theduelist16.htm",13450,"Sony / Columbia","December","Action Drama",109,"R",NA,NA
"371","Benda Bilili!","/movies/?id=bendabilili.htm",13420,"National Geographic Entertainment","September","Foreign",84,"PG-13",NA,NA
"372","War of the Worlds: Goliath","/movies/?id=goliath.htm",13385,"Barking Cow Media Group","March","Animation",85,"PG-13",NA,NA
"373","Citadel","/movies/?id=citadel.htm",13377,"Cinedigm Entertainment","November","Horror Thriller",84,"R",NA,NA
"374","A Long Way Down","/movies/?id=alongwaydown.htm",13347,"Magnolia","July","Comedy / Drama",96,"R",NA,NA
"375","One Last Thing...","/movies/?id=onelastthing.htm",13334,"Magnolia","May","Comedy / Drama",97,"R",NA,NA
"376","Camp X-Ray","/movies/?id=campxray.htm",13302,"IFC","October","Drama",117,"R",NA,NA
"377","Kicking It","/movies/?id=kickingit.htm",13266,"Liberation Entertainment","June","Documentary",98,"Unrated",NA,NA
"378","Late Spring (2016 re-release)","/movies/?id=latespring2016.htm",13254,"Janus Films","March","Drama",108,"Unrated",NA,NA
"379","Days and Nights","/movies/?id=daysandnights.htm",13243,"IFC","September","Drama",91,"Unrated",NA,NA
"380","Harold","/movies/?id=harold.htm",13229,"City Lights Pictures Releasing","July","Comedy",90,"PG-13",NA,NA
"381","Red Obsession","/movies/?id=redobsession.htm",13199,"Area23a","September","Documentary",76,"Unrated",NA,NA
"382","Adderall Diaries","/movies/?id=adderalldiaries.htm",13191,"A24","April","Drama / Thriller",105,"R",NA,"Pamela Romanowsky"
"383","Blind Mountain","/movies/?id=blindmountain.htm",13164,"Kino","March","Foreign",95,"Unrated",NA,NA
"384","Sol LeWitt","/movies/?id=sollewitt.htm",13146,"Icarus Films","May","Documentary",74,"Unrated",NA,NA
